gene_id	symbol	lib15-rpkm-heat	lib17-rpkm-control       (right/left: >2  up expressed, < 0.5 down expressed)
418677	CYFIP1	0.77	0.85
418680	NIPA2	24.45	32.11
418681	NIPA1	8.81	11.17
418682	HERC2	7.98	7.45
418684	GABRA5	0	0
418685	ATP10A	0.04	0.06
418686	UBE3A	19.79	30.82
418688	LOC418688	0	0
418689	TMEM131	20.86	22.52
418690	INPP4A	3.53	2.77
418691	UNC50	8.72	9.83
418692	MGAT4A	3.39	4.62
418696	TSGA10	0.03	0.07
418697	LIPT1	16.08	22.94
418698	MITD1	2.37	4.62
418699	MRPL30	9.29	14.11
418700	LYG2	0.07	0.28
418701	LOC418701	0.05	0
418702	TXNDC9	30.65	24.05
418703	REV1	5.94	7.02
418705	AFF3	0.04	0.08
418706	LONRF2	10.9	15.18
418707	LOC418707	0	0
418708	HIST1H2AH	0	0
418709	PDCL3	53.7	44.38
418710	RPL31	137.84	129.48
418711	C2orf29	18.56	16.18
418712	RNF149	13.73	14.25
418713	LOC418713	0	0
418714	MAP4K4	44.06	32.37
418715	IL1R2	0.34	0.61
418716	IL1RL2	0.05	0.23
418717	IL18R1	0	0
418718	SLC9A4	0	0.03
418719	SLC9A2	0.03	0.48
418720	MFSD9	4.28	8.94
418721	TMEM182	0	0
418723	MRPS9	18.03	18.05
418724	TGFBRAP1	5.69	6.4
418725	C1H2orf49	6.62	4.22
418726	FHL2	1.83	1.21
418727	NCK2	32.11	19.96
418728	UXS1	15.18	14.01
418729	LOC418729	0	0.11
418730	RANBP2	19.38	29.8
418731	SH3RF3	0	0
418732	10-Sep	5.35	2.11
418733	ZNF828	44.38	42.88
418734	UPF3A	0.36	0.52
418735	CDC16	15.73	21.34
418736	RASA3	2.95	4.03
418737	GAS6	0	0.03
418738	FAM70B	0.06	0.15
418739	TFDP1	25.41	33.58
418740	DCUN1D2	13.64	10.16
418741	ADPRHL1	0	0
418742	GRTP1	1.71	2.62
418744	LOC418744	0.22	0.39
418745	PCID2	36.9	41.01
418746	PROZ	2.07	2.64
418748	MCF2L	0.39	1.05
418749	ATP11A	10.97	8.76
418750	TUBGCP3	5.89	10.15
418751	MYO16	0.13	0.25
418752	COL4A2	3.52	1.94
418753	RAB20	10.55	11.47
418754	LOC418754	0.94	0.6
418755	CARKD	63.35	64.82
418757	CARS2	8.65	12.72
418759	ING1	54.93	47.18
418760	ANKRD10	33.31	26.27
418761	ARHGEF7	14	35.86
418762	LOC418762	0	0
418763	ABHD13	7.8	12.78
418764	LIG4	3.17	1.97
418765	ARGLU1	53.11	41.72
418766	KDELC1	34.3	30.3
418767	C1H13orf27	2.34	3.45
418768	LOC418768	11.12	15.14
418769	ITGBL1	0.04	0.05
418770	NALCN	0	0
418771	LOC418771	0	0
418772	TMTC4	4.24	4.39
418773	A2LD1	5.27	8.11
418774	PCCA	14.98	14.02
418775	CLYBL	2.68	4.17
418777	TM9SF2	69.71	73.61
418778	UBAC2	16.48	22.13
418779	DOCK9	4.31	14.46
418780	STK24	6.76	7.87
418781	FARP1	39.04	25.67
418783	IPO5	38.85	48.49
418784	MBNL2	3.83	7.24
418785	LOC418785	1.21	0.72
418787	DNAJC3	74.92	42.83
418789	DZIP1	2.8	3.45
418790	CLDN10	86.61	105.27
418791	ABCC4	16.68	21.24
418792	GPR180	16.15	11.04
418793	TGDS	9.12	6.19
418794	GPC6	0.03	0.04
418795	GPC5	7.39	8.15
418796	LOC418796	0	0
418797	SLITRK6	0	0
418798	SLITRK1	0.06	0
418799	KLHL1	0	0
418800	PCDH9	0	0.04
418802	HSPA14	0.31	1.35
418803	NDFIP2	19.22	23.77
418804	RBM26	29.95	25.68
418805	C13orf7	5.95	13.71
418806	LOC418806	0	0
418807	SLAIN1	3.97	0.86
418808	MYCBP2	8.01	8.35
418810	CLN5	14.19	8.57
418811	LOC418811	68.3	65.62
418812	IRG1	0	0
418813	LOC418813	0	0
418815	LMO7	21.87	20.94
418817	LOC418817	0.12	0.14
418818	KLF5	64.55	37.33
418820	PIBF1	5.05	6.78
418821	DIS3	8.9	13.75
418822	MZT1	18.88	15.47
418823	TDRD3	41.14	30.25
418824	DIAPH3	1.26	5.18
418825	PCDH17	1.06	0.53
418826	OLFM4	0.08	0.68
418827	SUGT1	50.3	34.88
418828	ELF1	24.87	24.44
418829	WBP4	8.86	7.33
418830	MTRF1	5.1	6.09
418832	NARG1L	9.7	13.86
418833	C1H13orf15	4.4	0.66
418835	AKAP11	6.79	8.06
418836	LOC418836	0.34	0
418837	EPSTI1	0	0.22
418838	DNAJC15	9.46	7.65
418839	ENOX1	5.43	2.95
418840	C13orf31	0.92	1.46
418841	NUFIP1	19.27	28.51
418842	KIAA1704	9.65	8.29
418843	GTF2F2	17.94	15.36
418845	SLC25A30	5.42	3.59
418846	COG3	5.71	8.84
418847	LOC418847	0.06	0
418848	SPERT	0	0
418849	SIAH3	0	0
418850	ZC3H13	47.1	42.62
418851	CPB2	1.84	2.7
418852	LCP1	1.52	3.4
418854	C1H13orf18	0.93	0.47
418855	LRCH1	0.94	0.91
418856	ESD	3.16	3.72
418857	SUCLA2	19.53	27.43
418858	NUDT15	6.08	11
418859	MED4	9.89	11.96
418861	RCBTB2	2.83	3.32
418863	FNDC3A	40.06	35.38
418864	CDADC1	4.14	2.46
418865	CAB39L	7.05	7.43
418866	SETDB2	12.17	12.9
418867	PHF11	7.81	12.78
418868	RCBTB1	4.69	6.28
418869	ARL11	1.68	2.65
418870	KPNA3	18.93	18.88
418871	C1H13orf1	35.91	19.51
418872	TRIM13	5.87	4.68
418873	KCNRG	5.59	2.42
418874	RNASEH2B	2.79	4.62
418875	SERPINE3	0	0
418876	INTS6	11.8	8.05
418879	ATP7B	5.5	3.07
418880	ALG11	6.11	8.47
418881	NEK5	0.02	0.03
418882	CKAP2	10.58	31.16
418883	VPS36	11.78	11.55
418884	THSD1	1.55	1.28
418885	TPTE	2.46	3.67
418886	SLC25A15	5.47	10.78
418887	MRPS31	33.27	58.88
418888	COG6	6.29	10.49
418889	LHFP	0.1	0.69
418890	NHLRC3	7.01	7.52
418891	C13orf23	8.14	10.37
418892	LOC418892	0.8	0.58
418893	FREM2	0.18	0.78
418894	UFM1	46.78	65.91
418895	TRPC4	0	0
418896	FAM48A	19.47	15.28
418898	ALG5	17.87	17.12
418899	RFXAP	32.43	16.55
418900	LOC418900	53.03	8.86
418901	CCNA1	7.57	0
418902	SPG20	21.83	9.7
418903	DCLK1	0.15	0.44
418907	RFC3	8.69	14.95
418908	STARD13	0.9	2.63
418909	KL	0	0.04
418910	PDS5B	9.11	9.64
418912	N4BP2L2	2.54	3.58
418914	N4BP2L1	10.28	34.1
418915	FRY	0.01	0.05
418917	HSPH1	401.78	46.8
418918	LOC418918	0	0
418920	KATNAL1	1.73	0.95
418921	UBL3	109.82	69.43
418922	SLC7A1	6.29	11.57
418923	KIAA0774	0.1	0.14
418924	SLC46A3	0.91	2.85
418925	POMP	95.61	95.96
418926	PAN3	10.4	12.6
418927	LOC418927	19.35	17.35
418928	LNX2	3.9	2.64
418930	MTIF3	8.54	8.92
418931	GTF3A	5.07	8.43
418932	RASL11A	7.86	9.77
418933	RPL21	170.52	170.81
418934	WASF3	5.37	1.07
418935	RNF6	12.04	11.6
418936	ATP8A2	2.49	4.17
418937	NUPL1	19.02	29.92
418938	MTMR6	11.1	11.43
418939	FAM123A	0.1	0.13
418940	SPATA13	9	10.46
418942	MIPEP	6.78	14.16
418943	TNFRSF19	19.84	20.99
418944	SACS	8.31	5.68
418945	SGCG	3.01	3.78
418946	EFHA1	8.27	9.07
418947	ZDHHC20	8.72	10.21
418948	C13orf3	5.51	14.78
418949	LATS2	3.78	2.36
418951	N6AMT2	7.35	6.78
418952	IFT88	1.56	2.1
418953	CRYL1	11.83	17.21
418954	ZMYM2	4.17	3.92
418955	PSPC1	16.29	54.26
418957	MPHOSPH8	1.36	1.5
418958	PARP4	4.57	7.66
418960	CENPJ	1.23	1.68
418961	RNF17	0	0
418962	ARHGAP20	0.35	0.11
418963	ZC3H12C	3.94	4.8
418964	C1H11orf87	0.49	0.1
418965	DDX10	46.85	41.3
418966	EXPH5	0.78	0.83
418967	NPAT	5.19	5.3
418968	ACAT1	21.82	37.26
418969	CUL5	9.36	13.12
418970	SLC35F2	6.76	6.14
418971	ELMOD1	0.61	1.09
418972	ALKBH8	2.93	5.57
418973	CWF19L2	4.41	6.43
418974	VMO1	0.12	0.15
418975	AASDHPPT	2.81	1.79
418976	KBTBD3	0.49	0.25
418977	KIAA1826	3.7	3.09
418978	PDGFD	0	0
418979	DYNC2H1	0.21	0.31
418980	DCUN1D5	9.38	11.92
418981	MMP3	0	0
418982	MMP1	3.97	0.88
418983	MMP7	0.83	0.35
418984	TMEM123	288.72	226.78
418985	C1H11orf70	0.18	0.38
418987	LOC418987	0	0
418989	TRPC6	0.04	0.1
418990	ARHGAP42	9.42	7.74
418992	MTMR2	3.11	3.94
418993	CEP57	14.28	10.76
418994	FAM76B	6.24	6.58
418995	LOC418995	0.82	0.79
418996	CWC15	24.12	17.55
418997	ANKRD49	8.61	7.89
418998	HEPHL1	1.17	0.47
418999	TM4SF4	0	0
419000	MED17	28.57	30.84
419001	C1H11orf54	25.11	38.35
419002	SNORA32	18.94	23.65
419003	LOC419003	2.11	2.61
419004	LOC419004	1.27	1.75
419006	CCDC67	0	0
419007	SLC36A4	2.32	4.28
419009	CHORDC1	124.77	46.64
419010	NAALAD2	0.38	0.44
419011	FOLH1	0.75	2.03
419012	NOX4	0.26	0.1
419014	CTSC	35.54	38.25
419015	TMEM135	5.88	16.23
419016	LOC419016	0	0
419017	PRSS23	1.88	5.46
419019	ME3	0.03	0.03
419020	RAB30	6.16	5.18
419021	PCF11	14.34	11.79
419022	ANKRD42	0	0
419023	CCDC90B	4.01	4.65
419024	DLG2	0.04	0.13
419026	NARS2	3.05	3.78
419027	GAB2	0.28	0.4
419028	INTS4	3.15	3.82
419030	USP35	0.22	0.13
419031	VWF	0	0
419032	LOC419032	0	0
419033	ARHGEF19	0	0
419035	LOC419035	0	0
419036	PRPF18	4.36	3.29
419037	BEND7	14.81	20.14
419039	NDUFA9	75.49	90.76
419040	C1H12orf5	7.18	15.27
419041	C1H12orf4	9.81	14.65
419042	RAD51AP1	2.43	6.89
419043	MLSTD1	2.12	4.15
419045	CCDC91	1.35	2.35
419046	KLHDC5	5.6	1.63
419047	LOC419047	0.06	0
419048	MRPS35	26.29	35
419049	RPS11	645.12	683.83
419050	LOC419050	0.06	0.12
419051	SLCO2B1	0.22	0.56
419052	PGM2L1	1.23	1.83
419053	POLD3	10.72	14.24
419054	CHRDL2	0.33	0.51
419055	RNF169	3.42	4.28
419056	SPCS2	45.62	53.38
419057	P4HA3	0.23	0.2
419058	PPME1	18.31	18.16
419059	C2CD3	1.14	1.35
419060	DNAJB13	0.19	0
419061	PAAF1	7.61	9.26
419062	MRPL48	26.44	28.49
419063	RAB6A	63.46	78.03
419064	PLEKHB1	1.84	1.68
419066	KIAA0280	5.29	5
419067	ARHGEF17	0.49	0.14
419068	FCHSD2	2.18	0.9
419069	RPS3	585.59	600.86
419070	GDPD5	10.36	12.4
419071	KLHL35	0.03	0.04
419072	LCMT2	7.92	9.06
419073	DCHS1	0.34	0.47
419074	LOC419074	8.11	7.21
419075	ARFIP2	20.61	27.25
419077	LOC419077	5.65	7.97
419078	UBQLN2	0	0
419079	HBG1	0	0
419080	LOC419080	0	0
419081	RRM1	10.77	50.46
419082	STIM1	12.05	19.27
419083	PAK1	4.88	5.79
419084	GDPD4	0.41	0.15
419085	MYO7A	0.16	0.15
419086	CAPN5	1.28	3.16
419087	PHCA	5.06	6.74
419088	TSKU	59.3	355.55
419089	GUCY2F	0.05	0.12
419090	C11orf30	6.89	8.01
419091	UVRAG	4.07	8.9
419092	RNF121	6.67	9.97
419095	LOC419095	4.85	6.18
419096	BCL2L14	5.07	8.03
419097	LRP6	2.91	1.58
419098	ECHDC3	5.6	8.63
419100	UPF2	11.13	11.02
419101	C1H10orf47	1.89	1.84
419104	LOC419104	7.11	6.24
419106	GATA3	0	0
419107	TAF3	23.22	26.51
419109	KIN	3.76	4.69
419110	ITIH2	5.47	8.17
419111	ITIH5	0.01	0.05
419112	LOC419112	0.18	0.06
419113	LOC419113	0	0
419114	IGSF1	0.04	0.05
419115	L3MBTL	1.05	1.02
419116	SRSF6	236.09	317.24
419117	EPB41L1	2.76	5.03
419118	C20H20orf4	36.76	27.53
419119	DLGAP4	20.51	15.41
419121	GGTL3	0.19	0.35
419122	NCOA6	16.31	17.88
419124	PIGU	9.9	13.39
419125	SAMHD1	53.7	37.87
419126	RBL1	10.94	22.77
419128	RALGAPB	21.8	21.14
419130	HNRPA3P2	25.78	24.61
419131	PHF20	3.03	2.67
419132	ARHGAP39	8.32	6.51
419133	NFS1	32.77	52.25
419135	FER1L4	0.04	0.06
419136	LOC419136	0.31	0.89
419137	ERGIC3	12.73	16.83
419138	CEP250	3.65	3.71
419139	UQCC	18.4	21.06
419140	EIF6	82.77	102.06
419141	MMP24	4.7	2.09
419142	MAP1LC3A	58.78	46.32
419143	DYNLRB1	31.18	27.93
419144	LOC419144	8.49	11.34
419145	ITCH	3.66	7.4
419146	AHCY	113.4	189.39
419147	ASIP	0	0
419148	RALY	4.44	4.89
419149	PLIN3	0	0
419150	CHMP4B	143.19	119.58
419152	ZNF341	5.23	3.98
419153	PXMP4	18.71	24.92
419154	APBA2BP	4.84	5.5
419155	CBFA2T2	10.13	6.57
419156	TOX2	4.94	14.37
419158	ACSS2	16.62	37.36
419159	LOC419159	3.34	1.62
419160	PTPRT	0.07	0
419162	LOC419162	0	0
419164	LOC419164	0.12	0.16
419165	IFT52	42.25	36.28
419166	SGK2	0.76	2.12
419167	SLC32A1	0	0
419168	C20orf95	0.75	2.11
419169	ACTR5	10.28	11.9
419170	PPP1R16B	1.36	0.58
419171	LOC419171	3.43	1.77
419172	DHX35	2.54	3.47
419173	MAFB	124.07	25.65
419175	LOC419175	3.39	2.57
419176	ZHX3	8.4	6.88
419177	RPN2	308.72	228.79
419178	GHRH	0.34	0
419179	PIGT	25.34	26.6
419180	DBNDD2	28.23	49.9
419181	C20orf10	0.22	2.19
419182	LOC419182	6.42	13.34
419183	SYS1	16.88	21.67
419184	SDC4	213.94	195.5
419185	RBPJL	0	0.69
419187	STK4	90.21	100.9
419188	TOMM34	34.39	42.08
419189	PABPC1L	2.02	1.9
419190	YWHAB	216.5	333.77
419191	KCNK15	0.11	0.35
419192	WISP2	0.18	0.03
419194	ADA	8.87	8.91
419195	LOC419195	42.85	27.29
419196	SERINC3	249.34	223.66
419197	TTPAL	15.07	14.75
419198	HNF4A	22.89	49.55
419200	FITM2	36.35	61.98
419201	GDAP1L1	4.32	6.41
419203	C20H20orf111	69.48	61.85
419205	C20H20orf123	0.35	0.17
419206	SLC2A10	2.16	6.44
419207	ZMYND8	18.03	16.59
419208	NCOA3	12.5	9.53
419209	SULF2	2.81	3.31
419210	PREX1	6.34	4.41
419211	ARFGEF2	19	19.7
419212	CSE1L	61.54	91.58
419213	STAU1	56.74	70.73
419215	TGM3	0.74	0.88
419216	EPB42	0.39	0.23
419217	CCNDBP1	12.03	19.33
419218	ZNFX1	1.1	1.65
419219	SYCP2	0.37	0.9
419220	PPP1R3D	11.89	4.23
419221	C20H20orf177	22.38	15.35
419222	CDH4	0	0
419223	TAF4	6.54	4.13
419225	SS18L1	0.1	0.06
419226	GTPBP5	13.64	17.18
419227	OSBPL2	12.97	17.62
419228	RPS21	50.29	63.42
419229	CABLES2	6.27	12.99
419231	SLCO4A1	10.86	16.99
419233	C20orf20	16.44	21.4
419234	DIDO1	13.52	16.01
419235	C20H20orf11	20.56	23.75
419236	SLC17A9	12.19	19.5
419238	YTHDF1	95.97	66.58
419239	BIRC7	0.53	0.76
419240	NKAIN4	0	0
419241	ARFGAP1	63.75	46.05
419242	DEPTOR	0.28	0.18
419243	COL20A1	0.07	0.03
419244	EEF1A2	0.34	0.39
419245	C20orf149	820.83	790.91
419246	SRMS	0.04	0.05
419247	PXDNL	0	0.02
419248	PCMTD2	5.87	6.08
419249	MYT1	0.03	0
419250	LOC419250	0	0
419251	OPRL1	0	0
419253	TCEA2	13.38	29.12
419254	PRPF6	36.88	46.49
419255	ZNF512B	17.31	24.33
419256	DNAJC5	17.41	19.01
419257	TPD52L2	66.8	56.7
419259	ZBTB46	22.89	8.3
419260	ZGPAT	14.05	13
419261	ARFRP1	32.86	22.42
419262	RTEL1	3.64	7.81
419263	STMN3	0.44	0.67
419264	GMEB2	14.57	11.7
419265	PRIC285	9.19	7.51
419266	C20H20orf195	0.11	0
419267	SIRPA	0.05	0.07
419268	NSFL1C	73.76	69.4
419269	RAD21L1	0.16	0.51
419273	C20orf96	0.39	0.12
419274	REM1	0.08	0
419276	LOC419276	0	0
419277	DUSP15	0.16	0.2
419279	C20orf160	0.05	0.05
419280	HCK	3.04	2.88
419281	TM9SF4	58.13	61.57
419283	PLAGL2	6.11	6.54
419284	KIF3B	15.35	10.97
419286	COMMD7	11.78	24.33
419287	DNMT3B	4.24	7.61
419288	MAPRE1	269.54	354.81
419289	LOC419289	5.2	41.54
419290	BPIL3	0.86	9.73
419292	CDK5RAP1	9.44	13.82
419293	BPI	0	0.09
419294	LOC419294	0.07	0.16
419295	RPRD1B	54.9	66.1
419296	TTI1	2.9	4.24
419297	VSTM2L	0	0.44
419299	CTNNBL1	15.04	21.25
419300	WFDC2	4.52	4.57
419301	WFDC8	0.04	0.05
419302	SNX21	7.74	7.62
419303	ACOT8	21.87	27.84
419304	NCOA5	19.27	22.59
419305	CDH22	0	0.03
419306	SLC35C2	29.68	56.53
419307	ELMO2	15.83	29.09
419308	DDX27	83.93	119.94
419309	C20orf174	0.04	0.05
419310	SLMO2	130.41	176.58
419311	CTSZ	96.43	104.76
419312	TH1L	17.2	18.61
419313	GNAS	11.88	10.24
419314	NPEPL1	34.55	48.98
419315	STX16	41.96	39.25
419316	APCDD1L	1.36	0.38
419317	VAPB	64.05	49.27
419318	RAB22A	20.56	15.77
419319	PPP4R1	8.58	10.24
419320	C20orf86	0.34	0.22
419321	C20H20orf85	0.18	0
419322	LOC419322	0.05	0
419324	RAE1	100.76	96.84
419327	TFAP2C	1.42	0.77
419328	LOC419328	0.37	0
419329	C20H20orf43	138.62	130.87
419330	C20orf32	0.14	0.03
419331	CSTF1	48.37	29.58
419333	LOC419333	0.1	0.02
419335	LOC419335	0.08	0
419336	DOK5	0.69	0.39
419337	PFDN4	32.06	33.12
419338	BCAS1	0.19	0.07
419340	ZNF217	6.73	8.42
419341	TSHZ2	6.77	7.35
419342	ZFP64	6.5	8.74
419345	ATP9A	4.35	5.37
419346	NFATC2	0.59	1.13
419347	KCNG1	0.15	0.61
419349	DPM1	16.44	15.47
419350	ADNP	23.98	20.71
419352	PARD6B	22.04	22.41
419355	SPATA2	30.27	28.91
419356	SLC9A8	26.1	50.8
419358	B4GALT5	46.09	48.35
419359	IGSF21	8.69	3.47
419361	RCC2	35.29	64.61
419363	SLC45A1	10.68	11.14
419364	ERRFI1	39.38	41.4
419365	TNFRSF9	11.69	10.96
419367	LOC419367	20.61	31.63
419368	VAMP3	65.61	119.4
419369	CAMTA1	15.58	9.16
419370	ZBTB48	16.11	18.36
419371	ACOT7	63.27	64.91
419373	ICMT	54.81	45.26
419374	RNF207	9.85	9.69
419377	NPHP4	0.43	0.92
419378	C21H1orf174	14.73	14.98
419379	KIAA0562	6.58	5.52
419380	LRRC47	33.75	47.11
419381	CCDC27	1.72	1.7
419382	TP73	0.27	0.75
419383	WDR8	7.98	13.2
419384	FAM79A	53.93	60.01
419385	MEGF6	0.05	0.05
419386	ARHGEF16	36.37	57.3
419388	PRDM16	0.07	0
419389	LOC419389	0	0
419390	LOC419390	0.37	0.35
419391	LOC419391	0.05	0.12
419392	HES5	0	0.07
419396	PEX10	9.07	9.52
419397	RER1	92.58	105.34
419398	LOC419398	5.01	5.91
419399	PRKCZ	12.83	15.67
419400	KIAA1751	0.02	0.08
419401	TMEM52	6.65	3.69
419402	GNB1	246.49	238.13
419403	NADK	66.94	81.38
419404	LOC419404	33.41	38.45
419405	SLC35E2B	22.56	26.25
419406	CDC2L1	63.79	49.09
419407	MMP23B	1.97	2.28
419408	MIB2	32.4	33.81
419409	LOC419409	1.61	6.9
419410	SSU72	76.66	94.35
419411	C1orf70	0.08	0.1
419412	ATAD3A	67.55	74.47
419413	VWA1	1.02	0.87
419414	TMEM88	1.16	1.67
419415	AURKAIP1	100.62	116.69
419416	DVL1	10.89	6.6
419417	GLTPD1	4.66	11.78
419418	CPSF3L	24.74	32.57
419419	PUSL1	3.21	3.03
419420	CENTB5	5.27	5.44
419421	UBE2J2	82.93	92.25
419422	FAM132A	1.23	0.27
419423	SDF4	58.26	65.86
419424	TNFRSF18	0.63	0.3
419425	LOC419425	0.04	0.11
419426	TTLL10	0.1	0.25
419427	C21H1orf159	11.13	16.99
419428	RNF183	0	0.71
419429	LOC419429	5.73	15.29
419432	KLHL17	0.55	0.57
419433	NOC2L	122.69	145.96
419434	SAMD11	18.88	7.45
419435	RERE	20.61	17.99
419438	SLC2A5	2.54	1.15
419439	GPR157	0.64	0.82
419441	SPSB1	17.02	7.17
419442	SLC25A33	15.73	21.21
419443	TMEM201	44.18	40.83
419444	PIK3CD	4.18	2.86
419445	LZIC	41.18	38.9
419446	NMNAT1	10.87	12.84
419447	RBP7	0.92	0.65
419448	UBE4B	40.08	27.65
419449	KIF1B	19.11	16.22
419450	PGD	62.02	73.78
419451	DFFA	12.05	14.52
419452	CASZ1	2.51	2.3
419453	TARDBP	83.33	41.01
419454	EXOSC10	32.27	52.92
419455	FRAP1	9.78	12.85
419456	UBIAD1	69.39	46.97
419457	PLEKHM2	27.76	29.18
419458	FBLIM1	1.25	0.8
419460	SPEN	32.76	33.85
419461	FBXO42	30.07	33.3
419462	C21H1orf144	36.85	53.49
419464	NECAP2	18.59	21.59
419466	ATP13A2	17.44	37.33
419467	ALDH4A1	21	23.97
419469	UBR4	10.33	13.07
419470	KIAA0090	105.46	121.44
419471	AKR7A2	32.27	51.77
419472	PQLC2	4.25	7.55
419474	C1orf151	50.59	53.36
419476	TMCO4	0.47	0.32
419478	PRDM2	1.78	1.86
419479	AADACL4	0	0
419480	DHRS3	22.84	18.36
419481	VPS13D	4.46	6.7
419483	MIIP	1.85	1.21
419484	MFN2	22.16	33.6
419485	PLOD1	61.05	32.03
419486	CELA2A	0.37	0.47
419487	NPPC	0.1	0.07
419488	CLCN6	7.7	5.06
419489	MTHFR	9.57	17.23
419491	AGTRAP	62.45	69.9
419492	C21H1orf187	11.94	8.03
419493	MAD2L2	41.52	40.87
419494	FBXO6	10.08	7.06
419495	FBXO2	3.95	2.69
419497	PTCHD2	1.49	0.09
419498	GUCA2A	0.9	1.62
419499	LOC419499	0	0
419500	LOC419500	0.06	0
419503	C1QC	0	0
419504	C1QA	0	0
419505	ZBTB40	1.71	0.54
419506	C1orf50	12.74	10.92
419507	PPIH	18.17	27.58
419508	CCDC30	10.43	16.11
419510	ZMYND12	1.54	0.98
419511	LOC419511	10.14	11.67
419512	AAK1	5.86	6.35
419513	NFU1	20.35	31.33
419514	GFPT1	55.36	73.5
419515	GKN2	0	0
419516	ARHGAP25	0.03	0.02
419517	CDS2	19.83	22.38
419518	C22H20orf30	8.88	10.49
419520	SLC23A2	6.66	15.19
419521	RASSF2	0.14	0.24
419522	BNIP3L	28.69	47.88
419523	PPP2R2A	91.04	97.55
419524	CDCA2	5.53	12.73
419525	LOC419525	5.37	11.7
419526	KCTD9	18.2	27.13
419527	DOCK5	6.21	6.76
419528	NEFL	22.09	5.97
419529	ADAM28	18.29	21.76
419530	SLC25A37	12.01	14
419531	ENTPD4	22.54	12.75
419533	LOXL2	0.03	0.07
419534	R3HCC1	40.11	37.93
419535	CHMP7	50.9	56.14
419536	RHOBTB2	3.24	4.8
419539	LRRTM4	0.38	0.23
419540	LOC419540	14.16	16.65
419543	DHDDS	28.25	21.8
419544	AIM1L	0.03	0
419545	LOC419545	0.1	0
419546	UBXD5	0.16	0
419547	CCDC21	5.37	7.6
419548	CNKSR1	1.24	3.61
419549	ZNF593	56.48	64.51
419552	LAPTM5	42.54	43.87
419554	PUM1	33.28	36.66
419556	WDR57	27.95	34.34
419557	FABP3	4.77	3.74
419558	SERINC2	7.49	7.94
419559	EDN2	0	0
419561	CTPS	44.4	35.9
419563	GBP7	1.07	1.81
419564	PPP1R8	16.48	18.15
419565	C23H1orf38	0	0.04
419566	RPA2	37.88	53.19
419569	DNAJC8	28.83	48.33
419570	HNRNPR	69.29	84.73
419571	AOF2	28.55	35.17
419572	ZMPSTE24	33.73	41.35
419573	RLF	5.85	8.67
419574	C2	1.63	2.08
419575	ZDHHC18	7.96	6.67
419576	ATPBD1B	10.15	13.67
419577	GPATCH3	4.01	4.8
419578	NUDC	72.16	78.03
419580	SLC9A1	111.71	116.26
419581	WDTC1	39.5	28.48
419582	C1orf160	14.28	18.74
419583	LOC419583	6.53	6.56
419584	LOC419584	3.48	3.67
419585	TAF12	31.91	32.12
419586	FAM54B	20.73	17.54
419587	SEPN1	4.36	4.21
419588	MAN1C1	1.93	0.55
419589	LDLRAP1	14.24	7.4
419590	TMEM57	31.65	22.05
419591	RHCE	0.43	0.27
419592	LOC419592	46.97	1.54
419593	SYF2	0.51	0.65
419595	CLIC4	262.42	108.92
419596	C1orf130	4.71	3.44
419597	TRSPAP1	0.51	1.44
419598	LOC419598	0	0.08
419599	LOC419599	0.58	1.02
419600	SRSF4	4.34	3.09
419601	MECR	1.88	2.68
419602	LOC419602	0.84	2.09
419603	GRRP1	0.3	1.55
419604	PDIK1L	5.32	4
419605	RRAGC	26.63	25.24
419606	UTP11L	28.01	40.02
419607	FHL3	16.11	14.67
419608	SF3A3	24.07	27.87
419609	INPP5B	6.77	12.05
419610	YRDC	21.9	21.87
419611	MANEAL	0	0.06
419612	C1orf109	2.44	2.49
419613	RSPO1	0	0
419614	GNL2	15.5	21.78
419615	DNALI1	0.73	0.85
419616	SNIP1	11.44	13.23
419617	MEAF6	17.68	18.63
419618	ZC3H12A	7.32	14.29
419619	GRIK3	0	0
419620	CSF3R	0.03	0.08
419621	LSM10	3.74	3.7
419623	THRAP3	62.23	110.65
419624	MAP7D1	4.66	2.52
419625	TRAPPC3	29.39	35.31
419626	ADPRHL2	19.87	16.42
419627	TEKT2	0.4	0.32
419628	EIF2C3	11.69	16.05
419629	EIF2C4	16.95	12.96
419630	PSMB2	103.27	100.94
419631	TFAP2E	0.05	0
419633	NCDN	15.48	22.12
419634	KIAA0319L	19.97	20.67
419635	ZMYM4	5.98	4.89
419638	DLGAP3	0.09	0.08
419639	C1orf94	0	0
419640	CSMD2	0.02	0.01
419641	SMAP2	37.05	48.7
419642	NFYC	32.88	53.17
419643	KCNQ4	0.18	0.06
419646	IQCC	2.64	4.01
419647	CCDC28B	2.31	1.78
419648	TXLNA	26.32	21.17
419649	PTP4A2	184.91	164.91
419650	TMEM39B	5.69	9.39
419651	LOC419651	29.27	39.89
419652	LOC419652	0.14	0
419653	EIF3I	185.45	225.3
419654	C1orf91	4.35	5.99
419656	KPNA6	34.43	16.5
419658	BSDC1	17.81	18.57
419659	ZBTB8B	8.3	12.43
419661	ZBTB8	8.88	3.14
419662	LOC419662	6.81	4.71
419663	ZBTB8OS	18.16	30.06
419664	SYNC1	1.16	2.89
419665	KIAA1522	8.91	11.1
419666	YARS	94.23	131.4
419667	FNDC5	0.15	0.31
419668	HPCA	0.05	0.06
419669	RNF19B	2.02	2.35
419671	MACF1	17.6	13.64
419674	PABPC4	4.8	7.86
419675	NT5C1A	0.16	0.1
