ADA	comp63790_c0_seq3
AMBP	comp47491_c0_seq1
GALNT2	amisp014353
IFFO1	amisp030627
CCDC28A	amisp015412
MTHFD1L	amisp005709
OLFML2B	amisp034570
CNOT10	amisp013418
ANAPC15	comp57542_c0_seq1
TMEM158	amisp023211
AHCTF1	amisp026879
GALNT3	amisp013239
DPCD	amisp031720
C1orf43	amisp000398
POT1	amisp023346
RTTN	amisp030247
NDUFAF3	amisp022285
THUMPD3	amisp028730
ALS2CL	comp70143_c0_seq9
NCR3	amisp020380
GALT	amisp023301
NELFB	amisp002583
ZDHHC5	amisp010953
HSPA12A	amisp020571
ATL3	amisp027239
SGMS1	amisp026469
NALCN	amisp011240
TMIE	amisp017609
MYRIP	amisp009808
ZNF521	amisp018053
NOL11	amisp019711
ASPM	amisp019986
CNRIP1	comp57545_c0_seq2
SOSTDC1	amisp034327
BOD1L1	amisp015955
GEMIN5	amisp010076
GAMT	amisp019125
PTPN23	amisp005296
IL4I1	amisp021693
CLIC4	amisp023246
NIPSNAP3A	amisp000240
NSL1	amisp003852
WWTR1	amisp009071
HEATR5A	comp70026_c0_seq2
SAMHD1	amisp029535
FAM98A	amisp006259
TPGS2	amisp019158
SIN3A	amisp008252
C20orf194	amisp007625
PVRL3	comp69948_c0_seq3
ZNF385A	amisp005540
KBTBD2	amisp022178
SYF2	amisp023249
GANC	amisp010861
RWDD3	comp58421_c0_seq1
PNKD	comp58424_c0_seq2
SEC31B	amisp016030
PNISR	comp70056_c0_seq7
GAP43	amisp017292
GPR124	amisp025604
NUDT13	comp65602_c1_seq7
KIAA1429	amisp026372
TMEM87A	comp58366_c0_seq2
C2CD2	amisp021983
GAPDH	amisp030624
SH2B1	amisp023580
UNC50	amisp017031
PARS2	amisp004445
MMACHC	amisp012173
EGFL6	amisp002677
TIPARP	amisp011685
NECAP1	amisp025130
CHMP2B	amisp012866
DHRS7B	amisp024244
AAR2	amisp031473
DNAH1	amisp008834
NGDN	amisp020910
KRT23	comp61641_c0_seq1
TSKU	amisp028501
HINFP	comp64284_c0_seq3
ULK3	amisp030299
SNED1	comp70049_c2_seq31
HIGD1A	amisp016014
REXO2	amisp032885
IBTK	amisp026463
CLIP3	amisp002031
AOC1	amisp017299
TBC1D10B	amisp011131
RNF167	amisp028604
MOXD1	amisp010377
GORASP2	amisp012032
C2CD3	amisp008996
DAK	amisp028694
ZZZ3	comp67506_c0_seq9
SPATS2L	amisp000509
TENM4	amisp012800
NSMF	amisp000645
L3MBTL1	amisp031467
RPAP1	amisp008242
FAM32A	amisp025667
LRIG1	amisp033216
UPF2	amisp015095
LRP10	amisp020886
TMEM98	amisp030003
PTCD1	amisp024234
ACOT11	amisp004450
PLEKHG3	amisp013280
OSBPL3	amisp003108
SUSD5	amisp004491
ATRNL1	amisp020561
IPCEF1	amisp019906
GLCE	comp70694_c5_seq3
ZNF451	comp65504_c0_seq2
SIPA1L1	amisp016101
CHD5	amisp006818
SS18L1	amisp015768
SETBP1	amisp007941
MAGI3	comp68294_c1_seq3
UBXN7	amisp031426
PYDC1	comp66102_c0_seq3
LRRTM2	comp1989_c0_seq1
LTN1	amisp028929
CNTNAP2	comp54064_c0_seq1
FAM169A	amisp016814
SLITRK5	amisp033855
PPP1R16B	amisp026643
DNM3	comp70763_c3_seq14
AUTS2	amisp029627
SENP6	amisp024648
RAB11FIP5	comp62139_c2_seq1
ANKRD17	amisp033970
GIGYF2	amisp025819
ERC2	comp69662_c1_seq3
APPL1	amisp002321
HACL1	amisp024989
DECR2	amisp011570
RAI14	comp69587_c0_seq2
LSM14A	amisp015735
POLDIP2	amisp014655
C20orf26	amisp017349
ARHGEF26	comp58811_c0_seq1
GPSM1	comp70925_c0_seq4
GGA1	amisp018477
ABHD12	amisp030673
HERC4	comp68480_c0_seq16
TOR1AIP1	amisp006483
CCDC9	amisp031870
DCAF4	amisp019403
PTPN20B	comp62845_c0_seq3
CHTOP	amisp000422
C10orf137	amisp001127
SZRD1	amisp008677
WIPI2	comp66974_c1_seq1
LRIT1	amisp034122
PYGO1	amisp032709
CCDC69	amisp029710
TANC2	amisp007337
WSB1	amisp024476
LDLRAP1	amisp023255
PRPF31	amisp034866
EPC2	amisp031856
TCTN3	amisp014522
FGFR1OP2	amisp025347
KIAA1279	amisp010514
GAPVD1	comp68024_c0_seq7
TRPC4AP	amisp015976
SERBP1	comp66696_c0_seq1
TES	amisp017347
ZBTB20	amisp014683
TTLL3	comp54008_c0_seq1
IRF2BP1	comp51814_c0_seq1
TRAF3IP1	amisp011175
PHF19	amisp016313
C10orf12	amisp029379
LRRC32	amisp007474
RIBC2	amisp020861
NAT9	comp59479_c1_seq4
KIF26A	amisp017364
ABCA12	amisp030461
NOC2L	amisp032250
RSL1D1	amisp025536
GIMAP2	amisp032785
IFT172	amisp008730
MTG2	amisp015769
RGS22	amisp009274
SENP3	amisp006338
GARS	amisp003148
TIPRL	amisp031812
STEAP2	comp60794_c0_seq1
INTS1	amisp008814
NPHP4	amisp006822
TMEM251	comp60446_c0_seq1
GART	amisp007898
GAS1	amisp029094
FBXW2	amisp028050
PTPN22	amisp013776
AMD1	amisp009183
GAS2	amisp033028
GMEB2	amisp025014
SPAG8	amisp030703
PITPNC1	amisp019710
GAS6	amisp033092
OR2F1	amisp023039
GAS8	amisp030092
FBXL3	amisp021351
ARL5A	amisp012051
PHGDH	amisp001986
STAP1	amisp015292
B3GAT3	amisp016564
GATA1	amisp030039
TIAM2	amisp002833
LRRC29	amisp013303
FBXO2	amisp011762
FBXL6	amisp026769
FBXL5	amisp000753
FBXL4	amisp016095
GATA2	amisp012762
KLHL3	amisp034858
GATA3	amisp029986
CLEC4E	amisp022734
OPTC	amisp004653
CABYR	comp65634_c0_seq10
BLOC1S6	amisp013802
FBXW8	amisp016345
GATA4	comp66665_c0_seq1
FBXO25	comp63204_c0_seq3
FBXO24	comp673893_c0_seq1
FBXO22	amisp024800
SLC13A4	amisp026089
FBXO10	amisp023032
FBXO9	amisp001330
FBXO8	amisp028388
GATA6	amisp018380
FBXO6	amisp011761
FBXO5	amisp004534
FBXO4	amisp030973
FBXO3	amisp009806
HIBCH	amisp020785
VPS33B	amisp007418
TINF2	comp67411_c1_seq2
SACS	amisp010927
PLA2G2D	amisp007590
GATM	amisp013824
IL1RAPL2	amisp018315
FGF20	amisp012678
ERAL1	amisp015205
ARFGAP3	amisp018143
ANKRD2	amisp008101
AK5	amisp023706
GBA	amisp000354
GALNT8	amisp019427
FGF21	comp30059_c0_seq1
MYCBP	amisp006833
SERGEF	amisp011206
EHF	amisp023501
GBGT1	comp10808_c0_seq1
GBAS	amisp029644
GBE1	amisp022421
GBP1	amisp026202
GAPDHS	amisp026224
HSPB8	amisp001354
GNL3	amisp020306
FAM162A	amisp015660
GBX1	amisp007272
GBX2	amisp016900
GC	amisp011610
GCDH	amisp002348
GCG	amisp004200
GCGR	amisp009637
GCH1	amisp009618
GCHFR	amisp003940
GCK	amisp025515
LHX6	amisp020111
PTPN18	amisp010806
BLOC1S1	amisp011412
SEZ6L2	amisp023557
NUPR1	amisp016284
PPP1R14B	comp164618_c0_seq1
KAT2A	amisp008208
NR6A1	amisp022994
PLEK2	amisp001521
AMELX	amisp016990
GCNT1	amisp022143
NARF	amisp030159
SLC17A5	amisp031573
CNNM4	amisp025489
CNNM1	amisp007860
HEYL	amisp028982
MYOF	comp64455_c0_seq5
GCNT2	amisp033464
CHIC2	amisp029427
INTS6	amisp004540
TIMM10B	comp34515_c0_seq1
TIMM13	amisp013838
TIMM10	amisp010941
TIMM9	comp45462_c0_seq1
TIMM8B	amisp007524
AGO1	amisp002875
LATS2	amisp033039
IL36RN	comp66773_c1_seq2
TSPAN16	comp66529_c0_seq8
DAZAP1	amisp019127
GCSH	amisp002203
OR11A1	amisp008058
OR10H1	amisp034516
AATF	amisp024513
RGS17	amisp004525
SRPK3	amisp030051
PCOLCE2	amisp026888
OSTF1	amisp004025
GDF2	amisp030437
BSCL2	amisp016555
GREM1	amisp019586
CKAP2	amisp004555
MRPL46	comp91784_c0_seq1
AMELY	comp3182243_c0_seq1
MSTN	amisp020783
TBL2	amisp012699
GDF9	comp29802_c0_seq1
ELP4	comp67902_c1_seq2
GDF10	amisp030435
GDI2	amisp000467
OFCC1	amisp034150
BEST4	amisp017670
MDGA1	amisp029207
NPAS4	amisp006453
GDNF	amisp016190
OR4E2	amisp011016
GEM	amisp002021
AMFR	amisp019752
GFER	amisp019294
GFI1	amisp033152
GFPT1	amisp028790
GFRA1	amisp020564
NUFIP1	amisp001843
GFRA2	amisp025590
RPS6KC1	amisp003845
SH3YL1	amisp025838
GGCX	amisp025505
GGT1	amisp005011
AMH	comp69036_c9_seq2
B4GALT1	comp62916_c0_seq3
GGT7	amisp031773
GGT5	comp68463_c0_seq25
STEAP1	amisp012726
OPLAH	amisp016591
GH1	amisp025483
AMHR2	comp431088_c0_seq1
GHR	amisp009482
GHRH	amisp022055
GHRHR	amisp002077
GHSR	amisp013787
GIP	amisp032035
COPG2	amisp000473
HBP1	amisp015958
NBEA	comp68192_c2_seq14
GJA1	amisp030241
CHORDC1	amisp024363
SEC22A	amisp021165
AP3M1	amisp000884
PABPC1	amisp021219
AKAP8L	amisp027515
RNF11	amisp007052
TRUB2	amisp020243
GPR160	comp54180_c0_seq1
FETUB	amisp020817
CYFIP2	amisp014931
ABL2	amisp006500
GJA3	amisp031694
DNAJC2	amisp012820
USP21	amisp010565
GJA4	amisp002845
TPK1	amisp031567
KCNV1	amisp003237
CNPPD1	comp47328_c0_seq1
DNAI1	amisp012261
GJA5	amisp011931
NPTN	comp29730_c0_seq1
FOXD3	amisp025443
GJA8	amisp011932
MLH3	amisp007142
NPHP3	amisp012478
ATP2C1	amisp012661
ACAD8	comp67062_c1_seq3
NOX1	amisp014249
SIGLEC7	comp67395_c0_seq3
TRMT2A	amisp012297
PKD2L2	amisp034849
DIEXF	amisp028246
PELP1	amisp013636
SND1	amisp018839
GJB1	amisp009777
GJB2	amisp031693
ANKRD1	amisp008381
NSG1	amisp031562
STAU2	comp60796_c0_seq2
PPA2	amisp020611
GHITM	amisp034127
GJB3	amisp002844
DAPP1	amisp009309
VPS41	comp62846_c0_seq2
LAMP3	comp67160_c0_seq3
TSPAN13	amisp004147
LYPD3	amisp027824
B9D1	amisp004116
RPUSD2	amisp006524
MTBP	amisp004772
FOXP1	comp64792_c2_seq3
B3GAT1	amisp034290
UQCRQ	amisp021006
GJB5	amisp002842
ST6GALNAC4	amisp020269
CACNG5	amisp026759
CACNG4	amisp026760
TRAPPC3	amisp002883
TAF5L	amisp020222
CLUL1	amisp029675
AMPD2	comp70593_c0_seq4
GK	comp67742_c0_seq8
CACYBP	amisp034702
EIF2AK1	amisp018211
ARRDC2	amisp027307
ZBTB11	amisp030219
ATP5S	amisp031297
SDCBP2	comp59463_c0_seq1
FAM155B	amisp026565
PDE7B	comp332699_c0_seq1
DKKL1	comp60467_c0_seq4
DKK4	comp46052_c0_seq1
DKK3	amisp033138
DKK2	amisp006302
INPP5J	amisp023099
AFF4	amisp021004
SMC1B	amisp011258
CYTH4	amisp018487
HSPB7	amisp004277
INVS	amisp006739
SNX5	amisp004618
CPNE7	amisp030120
KCNH5	amisp006198
TJP3	amisp021661
CIDEB	amisp013841
PALD1	amisp033653
FILIP1	amisp020975
FAM184B	amisp002716
DENND2A	amisp021604
STK36	amisp011968
CPAMD8	amisp025653
INTU	amisp005122
ZNF777	amisp032800
BRPF3	amisp025024
RTDR1	amisp014300
NDOR1	amisp026122
CHIA	amisp003282
AGO2	amisp029583
NAAA	amisp013260
SALL3	amisp005619
PRELID1	amisp011309
GLA	amisp014267
SLC39A1	amisp000412
SIGLEC8	comp67395_c0_seq2
VPS4A	amisp009855
DISC1	amisp012544
IL17C	amisp003417
GPC3	amisp031778
IL17B	amisp007739
GPR82	comp1517181_c0_seq1
OXGR1	amisp000102
AMPD3	amisp014469
TUBGCP4	amisp018556
SERP1	amisp009062
NMRK2	comp70735_c0_seq15
GNMT	amisp028092
COQ2	amisp029410
ARFIP1	comp68985_c0_seq10
ARHGEF16	amisp023481
GPKOW	amisp017134
GPR162	amisp002931
SIT1	amisp024144
BBS9	comp67636_c1_seq2
TNFRSF21	comp57441_c0_seq1
CHMP2A	amisp008333
SESN1	amisp029562
AHDC1	amisp008458
RNF115	amisp005958
NFU1	amisp031576
ERLEC1	amisp003094
MMADHC	amisp031619
PDCD4	amisp019320
KLHL20	amisp034684
PCDH17	amisp005712
CSDC2	amisp004478
CNTN6	amisp034978
LSM1	amisp032851
LSM3	amisp023074
SULT1B1	comp69592_c0_seq5
TEKT2	amisp002878
SRPX2	amisp014240
VENTX	amisp027127
RND1	amisp003719
GCLC	amisp001337
SPINK4	amisp015831
R3HCC1L	amisp008090
DIMT1	amisp024934
SMPDL3B	amisp009238
DHDH	amisp027545
PDLIM3	comp56602_c0_seq1
TP53TG5	amisp022064
CRCP	amisp029655
AMPH	comp64887_c2_seq2
GCLM	amisp002404
APEX2	amisp017154
BMP10	amisp021530
RBMS3	amisp030769
MOCS3	comp47154_c0_seq1
HPGDS	amisp013009
ZNF330	amisp020003
GLDC	amisp012233
RAB30	amisp032076
PGAP2	comp67781_c0_seq2
RBMX	comp65393_c0_seq9
BHLHE22	amisp019981
TOX3	amisp016835
TNRC6A	comp70142_c1_seq55
PCDH11X	amisp026282
GLE1	comp64153_c0_seq6
RPS6KA6	amisp010660
ZNF638	comp63041_c0_seq1
GOLIM4	comp70326_c11_seq1
P2RY10	comp68648_c5_seq2
EIF3K	amisp020651
HTATSF1	amisp015120
UBE2S	amisp022669
PRPF19	amisp028716
GLG1	amisp003551
UTP20	amisp000234
RRP7A	comp29146_c0_seq1
RABGEF1	amisp021953
POLL	amisp031721
KCNMB4	amisp010029
TMEM97	amisp024462
STK39	comp63883_c1_seq5
TOR1B	amisp012370
MCAT	comp63928_c1_seq12
GLI1	amisp012106
DESI1	amisp004475
SGSM3	amisp025610
GLI2	amisp000922
GLI3	amisp028448
GLO1	amisp034430
BIN1	comp70498_c1_seq52
GLP1R	amisp024432
GLRA1	amisp005115
GLRA2	amisp014271
HTRA2	amisp025322
GLRB	amisp005133
MAT2B	amisp027736
TOR2A	amisp020254
POLM	amisp025508
EML4	comp67403_c0_seq5
GLS	comp66773_c2_seq13
CECR5	amisp024829
CECR2	amisp024826
PCLO	comp70469_c2_seq5
GLRX	amisp003507
GLUD1	amisp034103
AMT	amisp022007
GLUL	amisp016723
GM2A	amisp029711
GMDS	amisp010223
GMFB	amisp026172
GMPR	amisp010499
GNA12	amisp010977
GNA15	amisp013151
GNAI1	amisp008807
GNAI2	amisp028230
GNAI3	amisp005685
GNAL	amisp005099
GNAO1	amisp035037
GNAQ	amisp016762
GNAS	amisp008603
GNAT1	amisp028229
GNAT2	amisp005686
GNAZ	amisp014301
GNB1	amisp035043
GNB3	amisp005222
GNG3	amisp016554
GNG4	amisp011648
GNG5	comp30425_c0_seq1
GNG7	amisp016671
AMY2A	amisp017524
GNG10	amisp004494
GNG11	comp74073_c0_seq1
GNGT2	amisp032032
GNL1	amisp033825
GNRH1	comp67856_c0_seq1
GNRH2	amisp034477
GNRHR	amisp005950
GNS	amisp032307
GOLGA1	amisp022985
GOLGA2	comp66933_c0_seq3
GOLGA3	amisp019183
GOLGA4	amisp027323
GOLGB1	amisp009945
GOT1	comp64529_c0_seq1
GOT2	amisp024182
C11orf31	comp29154_c0_seq1
SFN	amisp008488
GP1BA	amisp030290
GP1BB	amisp012313
GP5	amisp013697
GP9	amisp029557
GPC1	amisp004983
GPD1	amisp003678
GPD2	amisp020093
GPI	amisp015743
GPLD1	amisp001238
PPP2R3B	comp70134_c1_seq4
GPM6A	amisp017218
SLCO4A1	amisp015788
SLCO3A1	amisp031312
SLCO1B3	comp48641_c0_seq1
GPM6B	comp29579_c0_seq2
GPR1	comp61569_c1_seq2
AQP11	amisp018625
GPR4	amisp004908
POC1B	amisp022802
C10orf53	amisp034118
JAKMIP3	comp60427_c0_seq1
STK32C	amisp023408
BLOC1S2	amisp001133
RBM20	amisp019318
ANG	amisp002534
GPR6	amisp023632
MKX	amisp005785
NPBWR1	amisp003517
C11orf85	amisp030794
SLC25A45	amisp003156
BCL9L	amisp027031
FOXR1	comp54432_c0_seq2
CCDC153	amisp010415
CDH20	amisp001153
OR9G4	amisp028723
NPBWR2	amisp010924
P4HA3	amisp008994
PGM2L1	amisp001808
KCTD21	amisp018616
EFCAB4A	comp67938_c1_seq38
TMEM80	comp57983_c1_seq1
TTC9C	amisp016551
RCOR2	amisp027230
HARBI1	amisp020919
IGSF22	amisp011189
OLFML1	amisp027136
CXCR3	amisp007664
OTOGL	amisp011499
ZNF740	amisp034399
RASSF3	amisp032309
B4GALNT3	amisp003760
ANKRD52	amisp011382
SLC39A5	amisp011383
SPRYD4	amisp011368
GPR133	amisp027124
MORN3	amisp008671
PRLHR	amisp034173
GAS2L3	amisp031885
MYO1H	amisp025941
HECTD4	amisp009101
KSR2	amisp016351
GATC	amisp022206
C12orf40	amisp020727
GXYLT1	amisp013182
TMPRSS12	amisp003688
CHAMP1	amisp034435
GPR12	amisp008463
SIAH3	comp2306547_c0_seq1
KCNRG	comp59344_c0_seq1
SLC46A3	amisp001505
GPR137C	amisp023394
ZDHHC22	amisp027527
TMED8	amisp012932
SLC25A47	amisp009143
TSSK4	amisp013852
FAM177A1	amisp027898
CEP170B	amisp022077
C14orf80	amisp008059
SLC24A5	amisp005732
PRTG	amisp032708
C15orf60	amisp023233
UTS2R	amisp020693
FAM154B	amisp012745
FAM98B	amisp019593
GPR15	amisp014697
FBXL22	comp389623_c0_seq1
NOMO2	comp60216_c0_seq2
CCDC79	amisp009533
EXOC3L1	comp604087_c0_seq1
BRICD5	amisp023947
PGP	comp47989_c0_seq1
INO80E	amisp023553
NUDT7	comp63480_c0_seq2
NHLRC4	amisp033947
TMEM114	amisp015867
FADS6	amisp022434
HID1	amisp022429
TSEN54	comp67512_c0_seq7
UBALD2	amisp022861
ANGPT1	comp27230_c0_seq1
GPR17	comp48541_c0_seq3
CCDC57	comp70577_c1_seq48
HEXDC	amisp030163
VMO1	amisp023687
C17orf58	amisp008527
MILR1	amisp008536
KANSL1	comp62784_c1_seq1
C17orf105	amisp005036
FAM171A2	amisp029998
C17orf104	amisp013930
NEK8	amisp014632
PIGW	comp28686_c0_seq1
GPR18	comp2289640_c0_seq1
CISD3	amisp007919
GSDMA	amisp022969
SLC13A5	amisp021940
PTRF	amisp008232
SLC26A11	comp69800_c1_seq8
ENDOV	amisp020357
GDPD1	amisp005897
C17orf89	amisp020342
LGALS9B	amisp004909
GPR19	amisp000617
METRNL	amisp010007
LAMA1	amisp010021
KCTD1	amisp018979
SIGLEC15	amisp019830
ZADH2	amisp013580
GPR20	amisp034229
C19orf54	amisp024021
TMEM145	amisp033333
LYPD5	amisp027823
PPP1R37	amisp004914
NKPD1	amisp004910
IZUMO1	amisp022677
EMC10	amisp034776
WDR62	comp67341_c0_seq1
TMEM150B	amisp018896
NWD1	comp69871_c1_seq21
SLC25A42	amisp027263
ODF3L2	amisp013135
RIIAD1	amisp029328
C1orf167	amisp011756
GPR22	comp31081_c0_seq1
OR14A16	amisp008903
C1orf185	amisp007055
LPAR4	comp67369_c2_seq2
FAM102B	amisp019281
SYPL2	amisp005681
CYB561D1	comp48186_c0_seq1
ANKRD34A	amisp005949
RSPO1	amisp028756
EPHA10	amisp028753
C1orf111	comp30484_c0_seq1
ZNF326	amisp026971
BTBD8	comp63711_c1_seq5
MCHR1	comp3072759_c0_seq1
SLC25A34	comp68427_c0_seq3
GPR26	amisp023493
CCDC150	amisp020456
RNF149	comp68445_c6_seq46
ANGPT2	amisp004154
FAM150B	amisp025834
CCDC141	amisp007514
C2orf61	comp7958_c0_seq1
LOC285095	comp655425_c0_seq1
NKIRAS2	amisp008199
NKIRAS1	amisp025297
CDH19	amisp022814
DLL1	amisp028196
ERICH2	amisp012028
IAH1	amisp020735
FAM126B	comp66138_c0_seq2
UNC80	comp70759_c2_seq36
DUSP28	amisp004980
SLC9A9	amisp026883
GPER1	comp51645_c1_seq1
EOGT	amisp004072
EPHA6	amisp011882
FBXW12	amisp028950
C3orf38	amisp027922
RABL3	comp66950_c2_seq2
IGSF10	amisp009055
C3orf33	comp64475_c1_seq3
CCDC66	comp71094_c2_seq8
SLC9C1	amisp018262
TCAIM	amisp013421
SUMF1	comp70774_c0_seq6
RPUSD3	amisp022307
DPH3	amisp023688
C3orf70	comp70489_c9_seq4
LOC285423	amisp033917
CYP4V2	amisp019820
DOK7	amisp012902
RNF212	comp520990_c0_seq1
GPRIN3	amisp025209
COX18	amisp033969
YIPF7	amisp029087
FRYL	comp70813_c3_seq17
STPG2	amisp028097
LOC285556	amisp009307
EFCAB9	amisp032656
SH3PXD2B	comp69300_c0_seq4
KIAA0825	amisp016226
DTWD2	amisp028025
RELL2	amisp010517
C5orf51	amisp030974
RNF180	amisp014424
SREK1IP1	amisp006016
GPR34	comp45929_c0_seq2
RGMB	amisp003061
CEP57L1	amisp029561
PPIL6	amisp023640
DCBLD1	amisp018059
PNPLA1	amisp025048
RPL7L1	amisp006226
CNPY1	amisp032085
GPR35	comp1435506_c0_seq1
FAM115C	amisp021416
ANK1	comp69417_c1_seq4
LSMEM1	amisp034542
NSMCE2	amisp031162
FAM83H	amisp020812
MICU3	amisp012680
GPR37	amisp023348
SCARA5	amisp004056
TRIQK	amisp030365
DPY19L4	amisp026377
FBXO43	amisp009276
NKAIN3	comp54665_c0_seq1
PPP1R42	amisp001308
MLNR	amisp017517
CRB2	comp58422_c0_seq1
SCAI	amisp022986
C9orf117	amisp020251
C9orf142	amisp002551
TPRN	amisp026118
GPR39	amisp017858
TUSC1	amisp017066
FAM78A	amisp030742
LURAP1L	amisp023410
ATP11C	comp71073_c8_seq3
YIPF6	amisp000916
CHDC2	comp37793_c0_seq1
P2RY8	comp31862_c0_seq1
ILDR1	comp1763405_c0_seq1
FFAR2	amisp026520
GRK4	amisp012893
LIN9	amisp018396
TRIM59	amisp018641
GRK5	amisp027086
ANK2	comp70156_c3_seq34
GRK6	comp69846_c2_seq5
TRIM42	amisp004120
MKNK2	comp56386_c0_seq1
GPS1	comp47877_c0_seq1
GPS2	amisp006363
GPT	amisp001564
GPX1	amisp018681
GPX2	comp67744_c0_seq2
GPX3	amisp023538
GPX4	amisp032430
ANK3	amisp008016
GPX7	amisp032823
GRB2	amisp022916
GRB7	amisp016825
GRB10	amisp003951
GRB14	comp65794_c0_seq13
RAPGEF1	comp67989_c0_seq1
GRIA1	amisp010093
GRIA2	comp70107_c3_seq24
GRIA3	comp70107_c3_seq45
GRIA4	comp70107_c3_seq43
GRID1	amisp002060
GRID2	comp68565_c1_seq1
TRIB2	amisp022333
CCDC22	amisp017145
REM1	amisp012530
DEXI	amisp008294
LAMTOR2	amisp005997
MRPS28	amisp015654
COA3	amisp007423
TMEM176B	amisp026820
GRN	comp30739_c0_seq1
DCPS	amisp001929
OSTM1	amisp015992
GIT1	amisp034797
SLC27A6	amisp029416
SNX24	amisp011994
BZW2	amisp016080
GRIK1	amisp001356
C11orf54	amisp015691
AAMDC	amisp018622
SPCS1	amisp020301
MRPS18B	amisp001954
C19orf53	amisp014056
ACAD9	amisp028958
MRPL42	amisp010317
TMEM14A	amisp001321
GRIK2	amisp024354
IFT81	amisp008651
FLVCR1	amisp003850
TMPRSS11E	amisp015287
RGCC	amisp018157
MCTS1	amisp009895
NOB1	amisp009843
DBNL	amisp025525
NTMT1	amisp012378
GRIK3	amisp028765
ASTE1	comp61945_c0_seq1
COMMD5	amisp034901
MACROD1	amisp010276
HIPK2	comp69839_c2_seq10
MRPL13	amisp004771
KLF15	amisp023064
ABR	comp70426_c0_seq3
ANPEP	amisp017937
GRIK4	amisp024697
GRIK5	amisp026217
SLC43A3	amisp004664
GRIN1	amisp026134
ATAD2	amisp008789
GRIN2A	amisp010018
C16orf72	amisp005442
GRIN2B	amisp034019
GRIN2C	amisp022437
TMEM230	amisp021535
GRIN2D	amisp034875
WDR91	amisp000222
ZCCHC4	amisp000183
ZC3H7A	amisp006619
ZBTB44	amisp009983
GRINA	amisp010432
CCDC113	comp70453_c8_seq12
C1GALT1C1	amisp009896
SETD2	comp70687_c1_seq3
MRPL18	amisp011947
NDUFAF4	amisp002901
MED4	amisp008026
NR3C1	amisp008929
CCDC59	amisp014984
METTL5	amisp013165
CHMP4A	amisp013851
GTPBP8	amisp023472
PHPT1	amisp022753
BABAM1	amisp016687
THYN1	amisp011117
MRPL15	amisp006703
UBE2T	amisp010173
ARHGAP35	amisp031192
TIMM21	amisp005214
STXBP6	amisp010545
MRPL22	amisp010075
LGALSL	amisp013001
ORMDL2	amisp011405
CNIH4	amisp032468
COMMD9	amisp016480
SLC25A4	amisp027690
TMEM208	amisp013301
SSU72	amisp017495
DROSHA	amisp026485
DNAJC15	amisp009053
N6AMT1	amisp028927
C16orf80	amisp024161
SCG3	amisp028007
PYCARD	amisp023167
FHOD1	amisp023188
GRM1	amisp013330
TBK1	amisp013092
TAGLN3	amisp024077
SAP30BP	comp61279_c0_seq1
MYLIP	amisp019335
BRD7	amisp033769
DDX25	amisp009953
GRM2	amisp008842
CLEC2D	amisp033849
ANKRD11	amisp018141
CD274	amisp012217
RACGAP1	amisp003673
UHRF1	amisp034631
GRM3	comp64137_c0_seq1
GRM4	comp67589_c1_seq1
GRM5	comp67785_c1_seq5
GRM7	comp67589_c1_seq3
GRM8	comp50286_c0_seq2
SLC25A5	amisp034910
GRP	amisp005392
PDIA3	amisp018549
GRPR	amisp011553
GRSF1	amisp033176
GSC2	amisp000149
SLC25A6	amisp025182
GSK3B	comp60146_c1_seq2
GSN	amisp016323
GSPT1	amisp025537
GSR	amisp013050
GSS	amisp025827
GSTA1	amisp001322
GSTA4	amisp001325
GSTM3	amisp005688
GSTP1	amisp003205
GSTT1	amisp019633
GSTZ1	amisp012929
MSH6	amisp001657
GTF2A1	amisp003465
GTF2A2	amisp010987
GTF2B	amisp010682
GTF2E1	amisp017258
GTF2E2	amisp021196
GTF2F1	amisp032901
GTF2F2	amisp028474
GTF2H1	amisp011196
GTF2H3	amisp015338
GTF2H4	amisp010194
GTF2I	amisp024724
GTF3A	amisp016514
BRF1	amisp032399
GTF3C1	amisp029122
GTF3C2	amisp008718
BLNK	amisp007511
USP25	comp67165_c0_seq3
PACSIN3	amisp020936
TMOD4	amisp012585
TMOD3	amisp024671
TMOD2	amisp024672
GUCY1A2	amisp001353
CARD10	amisp018481
ABT1	amisp017179
GUCA1A	amisp015447
PARVB	amisp025903
NCAPH2	comp67401_c0_seq1
OLA1	amisp001921
GUCA1B	amisp015448
UQCR10	comp29795_c0_seq1
YPEL1	amisp018846
GUCA2A	amisp006585
ZDHHC1	amisp014549
ZDHHC8	amisp012295
VPREB3	amisp013603
GUCY1A3	comp67326_c0_seq10
GUCY1B3	amisp024418
GUCY2C	amisp034027
GRHL1	amisp002687
SENP1	amisp032723
TFPT	amisp034863
ICOS	comp57497_c0_seq1
UBN1	comp70360_c2_seq14
GUCY2F	amisp007475
GUK1	comp62641_c0_seq9
ALG5	amisp023894
NPC1L1	amisp002177
ANAPC2	amisp026117
CNOT7	amisp015170
SNX8	amisp017796
SNX10	comp65729_c0_seq7
STRN4	amisp031201
GNL2	amisp028757
RBM15B	amisp008853
PSMC3IP	amisp007439
CPSF1	amisp026766
MYLPF	comp71413_c0_seq1
TRA2A	amisp026523
GPSM2	amisp001456
GUSB	amisp029653
SAC3D1	comp41955_c0_seq1
CCDC106	amisp022701
ST8SIA5	comp69078_c1_seq7
SNX15	comp63971_c0_seq1
GPR171	comp54961_c1_seq1
HOOK2	amisp002336
